Worker:2
Weekend:0


**************************************************************************************
Worker:17
Weekend:3
0 2 0 0 0 0 0    3 0 0 0 0 0 0    0 0 0 0 0 3 3    3 0 0 0 0 0 0    0 0 0 3 5 0 0    
0 0 3 0 3 0 0    0 3 0 0 3 0 0    0 3 0 3 0 0 0    0 0 0 3 0 0 0    3 3 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 3 0 0 0 0    0 0 3 0 0 0 0    0 3 3 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:19
Weekend:3
0 0 0 3 0 0 0    0 0 3 0 3 0 0    3 0 0 0 0 0 0    0 0 1 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 3 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 3 0 0    
0 3 1 0 0 0 0    0 3 0 0 0 0 0    0 3 0 0 0 0 0    0 3 0 0 0 0 0    3 3 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 3 0 0 0    0 0 0 3 0 0 0    0 0 0 0 0 0 0    0 0 0 3 0 0 0    


**************************************************************************************
Worker:21
Weekend:0
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
3 3 0 0 0 0 0    3 3 0 0 0 0 0    3 3 0 0 0 0 0    3 3 0 0 0 0 0    3 3 0 0 0 0 0    
0 0 0 0 3 0 0    0 0 0 0 3 0 0    0 0 0 0 3 0 0    0 0 0 0 3 0 0    0 0 0 0 3 0 0    
0 0 0 3 0 0 0    0 0 0 3 0 0 0    0 0 0 3 0 0 0    0 0 0 3 0 0 0    0 0 0 3 0 0 0    


**************************************************************************************
Worker:23
Weekend:5
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 3 0 0 0 0    0 0 3 0 0 0 0    0 0 3 0 0 0 0    0 0 3 0 0 0 0    0 0 3 0 3 0 0    


**************************************************************************************
Worker:24
Weekend:5
0 0 0 0 0 0 0    3 0 0 0 0 0 0    0 0 0 0 1 0 0    1 0 0 0 0 0 0    0 0 0 0 2 0 0    
3 0 0 0 0 0 0    0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 1 0 0 0    0 0 0 3 0 0 0    0 0 0 1 3 0 0    0 0 0 1 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:25
Weekend:2
5 0 3 0 0 0 0    0 0 0 0 1 0 0    5 2 0 0 0 0 0    0 0 0 0 0 0 0    5 3 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 3 3 0 0 0    3 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 3 0 0    0 3 3 0 0 0 0    0 0 0 0 0 0 0    0 0 3 0 0 0 0    0 0 0 0 3 0 0    
0 0 0 5 0 0 0    0 0 0 5 0 0 0    0 0 0 0 0 0 0    0 0 0 5 0 0 0    0 0 0 5 0 0 0    


**************************************************************************************
Worker:27
Weekend:2
0 0 3 0 0 0 0    0 2 0 0 0 0 0    0 3 0 0 0 0 0    0 0 0 0 0 0 0    0 2 3 0 0 0 0    
0 3 0 0 0 0 0    0 0 0 1 0 0 0    0 0 0 0 0 0 0    0 0 3 0 3 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 3 0 0 0 0    0 3 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:31
Weekend:5
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 1 0 0 0 0    0 3 3 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 3 0 0 0 0    
0 0 3 0 0 0 0    0 0 0 3 0 0 0    0 0 0 1 3 0 0    0 0 0 3 0 0 0    0 0 0 1 0 0 0    
3 0 0 0 0 0 0    3 0 0 0 0 0 0    3 0 0 0 0 0 0    3 0 0 0 0 0 0    3 0 0 0 3 0 0    


**************************************************************************************
Worker:32
Weekend:1
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 3 3 0 0    0 0 0 0 0 0 0    0 0 1 0 0 0 0    
0 0 3 0 0 0 0    0 0 3 0 0 0 0    0 0 0 0 0 0 0    0 0 1 3 0 0 0    0 0 0 1 0 0 0    
0 0 0 3 0 0 0    0 0 0 0 0 0 0    0 0 1 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
3 0 0 0 3 0 0    3 0 0 0 0 0 0    3 0 0 0 0 0 0    3 0 0 0 0 0 0    3 0 0 0 0 0 0    


**************************************************************************************
Worker:36
Weekend:4
0 0 5 5 5 0 0    5 0 5 5 0 0 0    0 0 5 5 5 0 0    5 0 5 5 0 3 3    0 0 5 5 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
5 0 0 0 0 0 0    0 0 0 0 0 0 0    5 0 0 5 0 0 0    0 0 0 0 3 0 0    5 0 0 0 0 0 0    


**************************************************************************************
Worker:37
Weekend:4
0 3 0 0 0 0 0    0 3 0 0 0 0 0    1 0 2 0 0 0 0    1 0 0 3 0 4 4    3 3 0 0 0 0 0    
0 0 0 3 0 0 0    0 0 0 0 0 0 0    0 0 0 0 3 0 0    0 3 0 0 0 0 0    0 0 0 3 0 0 0    
0 0 0 0 3 0 0    3 0 0 0 3 0 0    0 3 0 0 0 0 0    0 0 0 0 0 0 0    0 0 3 0 0 0 0    
0 0 3 0 0 0 0    0 0 5 0 0 0 0    0 0 0 0 0 0 0    0 0 5 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:38
Weekend:2
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 3 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:1
Weekend:3
0 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 1 1 0 0    
0 0 0 0 0 0 0    1 0 0 0 1 0 0    1 0 0 0 0 0 0    0 0 0 1 1 0 0    1 0 0 0 0 0 0    
1 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 1 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 1 0 0 0 0    0 0 1 0 0 0 0    0 0 1 0 1 0 0    0 0 1 0 0 0 0    0 0 1 0 0 0 0    


**************************************************************************************
Worker:6
Weekend:1
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    1 0 2 0 0 0 0    
0 1 1 0 0 0 0    0 0 0 0 0 0 0    0 1 0 0 1 0 0    1 1 0 0 0 0 0    0 0 0 0 1 0 0    
0 0 0 0 0 0 0    0 1 1 0 0 0 0    1 0 0 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    
0 0 0 1 1 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    


**************************************************************************************
Worker:10
Weekend:3
1 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 0 0 1 1    0 2 0 0 0 0 0    1 0 0 0 0 0 0    
0 0 1 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 1 0 0 1 0 0    
0 0 0 0 0 0 0    1 1 0 0 0 0 0    0 1 1 0 0 0 0    0 0 1 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 1 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    


**************************************************************************************
Worker:11
Weekend:5
0 0 0 1 0 0 0    0 1 0 1 0 0 0    0 0 0 1 0 0 0    0 1 0 1 0 0 0    0 0 0 1 0 0 0    
0 1 0 0 0 0 0    0 0 0 0 0 0 0    0 1 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 1 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 1 0 0    


**************************************************************************************
Worker:15
Weekend:4
1 0 0 0 0 0 0    1 0 0 0 0 0 0    0 1 0 0 0 0 0    0 0 0 0 0 1 1    0 0 0 0 0 0 0    
0 0 0 1 1 0 0    0 0 0 1 1 0 0    0 0 0 1 1 0 0    0 1 0 1 0 0 0    0 1 0 1 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 1 0 0 0 0    0 0 1 0 0 0 0    0 0 1 0 0 0 0    0 0 1 0 1 0 0    0 0 1 0 0 0 0    


**************************************************************************************
Worker:18
Weekend:4
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
1 0 0 0 0 0 0    1 1 0 0 0 0 0    0 0 0 0 1 0 0    1 0 0 0 0 0 0    1 0 1 0 0 0 0    
0 1 0 0 1 0 0    0 0 0 0 1 0 0    1 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    
0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 1 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:20
Weekend:2
0 0 0 1 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 2 0 0 0    0 1 0 0 0 0 0    
0 0 0 0 1 0 0    0 1 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 1 0 0 0 0 0    0 0 1 0 0 0 0    0 1 1 0 0 0 0    0 0 1 0 1 0 0    0 0 1 0 1 0 0    
1 0 0 0 0 0 0    1 0 0 0 1 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    


**************************************************************************************
Worker:22
Weekend:4
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:26
Weekend:3
0 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 1 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    


**************************************************************************************
Worker:28
Weekend:0
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
1 0 0 0 0 0 0    0 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:29
Weekend:1
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 1 0 0    
1 0 0 0 0 0 0    0 0 1 0 0 0 0    1 0 1 0 0 0 0    0 0 1 0 0 0 0    0 0 1 0 0 0 0    
0 1 0 1 0 0 0    0 1 0 1 0 0 0    0 0 0 1 1 0 0    1 1 0 0 0 0 0    1 1 0 0 0 0 0    
0 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:30
Weekend:5
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 1 0 1 0 0 0    0 1 1 0 0 0 0    0 1 0 1 0 0 0    0 1 0 1 0 0 0    0 1 0 1 0 0 0    
0 0 1 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 1 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    
1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 1 0 0    


**************************************************************************************
Worker:33
Weekend:2
0 0 0 0 0 0 0    0 0 0 2 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 2 0 0 0    
0 0 1 1 0 0 0    0 0 0 0 0 0 0    0 0 1 1 0 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    
0 0 0 0 1 0 0    0 0 1 0 0 0 0    0 0 0 0 0 0 0    0 0 1 1 0 0 0    0 0 1 0 1 0 0    
0 1 0 0 0 0 0    0 1 0 0 1 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    


**************************************************************************************
Worker:34
Weekend:0
0 0 1 2 0 0 0    0 0 0 1 0 0 0    0 0 0 1 0 0 0    0 0 0 1 1 0 0    0 0 0 0 0 0 0    
1 0 0 0 0 0 0    0 0 1 0 0 0 0    1 0 1 0 0 0 0    1 0 1 0 0 0 0    1 0 1 0 0 0 0    
0 0 0 0 1 0 0    1 0 0 0 1 0 0    0 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 1 1 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    


**************************************************************************************
Worker:35
Weekend:2
0 0 2 0 0 0 0    0 0 2 0 0 0 0    1 0 1 0 0 0 0    0 0 1 0 0 0 0    0 0 1 0 0 0 0    
0 0 0 0 1 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 1 0 0    0 0 0 0 1 0 0    
0 0 0 1 0 0 0    1 0 0 0 0 0 0    0 0 0 0 0 0 0    1 0 0 0 0 0 0    1 0 0 0 0 0 0    
0 1 0 0 0 0 0    0 1 0 0 1 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    0 1 0 0 0 0 0    


**************************************************************************************
Worker:39
Weekend:5
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    
0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 0 0 0    0 0 0 0 1 0 0    


**************************************************************************************
