Best [1,1,10] (12.3469) Next best [10,1,1] (11.75)

2016_5_20 13:32:7
With weights: 0.047619, 0.47619, 0.47619
Number of infeasible solutions:4
Min num lib/ass: (0) 1, 2. Cost: 7    ObjFun value: 30.6441
Min num lib/ass: (1) 3, 0. Cost: 15    ObjFun value: 31.0727
Min num lib/ass: (2) 3, 0. Cost: 15    ObjFun value: 31.0247
Min num lib/ass: (3) 2, 0. Cost: 10    ObjFun value: 31.1203
Min num lib/ass: (4) 2, 0. Cost: 10    ObjFun value: 30.6441
Min num lib/ass: (5) 1, 2. Cost: 7    ObjFun value: 31.1203
Min num lib/ass: (6) 2, 0. Cost: 10    ObjFun value: 31.0254
Min num lib/ass: (7) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (8) 1, 2. Cost: 7    ObjFun value: 30.6445
Min num lib/ass: (9) 2, 0. Cost: 10    ObjFun value: 31.0724
Min num lib/ass: (10) 3, 0. Cost: 15    ObjFun value: 31.12
Min num lib/ass: (11) 3, 0. Cost: 15    ObjFun value: 31.12
Artificial workers placed at: 
5, 5, 1, LOW . Number: 1
Min num lib/ass: (12) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (13) 2, 0. Cost: 10    ObjFun value: 31.0727
Min num lib/ass: (14) 3, 0. Cost: 15    ObjFun value: 31.0727
Min num lib/ass: (15) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (16) 1, 2. Cost: 7    ObjFun value: 31.0727
Min num lib/ass: (17) 1, 2. Cost: 7    ObjFun value: 31.1203
Min num lib/ass: (18) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (19) 2, 0. Cost: 10    ObjFun value: 31.0727
Min num lib/ass: (20) 2, 0. Cost: 10    ObjFun value: 31.1203
Min num lib/ass: (21) 3, 0. Cost: 15    ObjFun value: 31.073
Min num lib/ass: (22) 3, 0. Cost: 15    ObjFun value: 31.0724
Min num lib/ass: (23) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (24) 2, 0. Cost: 10    ObjFun value: 31.1207
Min num lib/ass: (25) 3, 0. Cost: 15    ObjFun value: 31.12
Artificial workers placed at: 
5, 5, 1, LOW . Number: 1
Min num lib/ass: (26) 3, 0. Cost: 15    ObjFun value: 30.9775
Min num lib/ass: (27) 3, 0. Cost: 15    ObjFun value: 31.0727
Min num lib/ass: (28) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (29) 2, 0. Cost: 10    ObjFun value: 31.0727
Min num lib/ass: (30) 2, 0. Cost: 10    ObjFun value: 31.1203
Min num lib/ass: (31) 2, 0. Cost: 10    ObjFun value: 30.9775
Min num lib/ass: (32) 1, 2. Cost: 7    ObjFun value: 30.6441
Min num lib/ass: (33) 2, 2. Cost: 12    ObjFun value: 30.6441
Min num lib/ass: (34) 3, 0. Cost: 15    ObjFun value: 31.073
Min num lib/ass: (35) 2, 2. Cost: 12    ObjFun value: 30.6441
Min num lib/ass: (36) 2, 0. Cost: 10    ObjFun value: 31.0727
Min num lib/ass: (37) 2, 2. Cost: 12    ObjFun value: 31.1203
Min num lib/ass: (38) 2, 0. Cost: 10    ObjFun value: 31.1203
Min num lib/ass: (39) 1, 2. Cost: 7    ObjFun value: 30.6441
Min num lib/ass: (40) 2, 2. Cost: 12    ObjFun value: 30.6441
Min num lib/ass: (41) 2, 0. Cost: 10    ObjFun value: 31.073
