33.9551,2,0,4,0,2,0,4
33.9551,2,1,5,1,3,0,6
33.9551,2,2,6,2,3,0,6
33.9551,3,0,6,3,3,0,6
33.9551,3,0,6,4,3,0,6
33.9551,3,0,6,5,3,0,6
33.9453,2,2,6,6,3,0,6
33.9551,3,0,6,7,3,0,6
33.9551,2,0,4,8,2,0,4
33.9551,2,2,6,9,2,2,6
33.9551,3,0,6,10,3,0,6
33.9551,3,0,6,11,3,0,6
33.9551,3,0,6,12,3,0,6
33.9453,2,0,4,13,1,2,4
33.9551,2,0,4,14,3,0,6
33.9551,3,0,6,15,2,2,6
33.9551,2,0,4,16,1,2,4
33.9551,2,2,6,17,3,0,6
33.9551,2,0,4,18,2,0,4
33.9551,3,0,6,19,3,0,6
33.9551,3,0,6,20,3,0,6
33.9453,3,0,6,21,3,0,6
33.9551,2,2,6,22,3,0,6
33.9453,2,0,4,23,3,0,6
33.9551,2,2,6,24,3,0,6
33.9453,2,2,6,25,3,0,6
33.9551,3,0,6,26,3,0,6
33.9551,2,0,4,27,0,4,4
33.9551,3,0,6,28,2,2,6
33.9551,2,0,4,29,2,0,4
33.9551,3,0,6,30,2,2,6
33.9453,3,0,6,31,3,0,6
33.9551,2,2,6,32,3,0,6
33.9551,3,0,6,33,2,2,6
33.9551,3,0,6,34,2,2,6
33.9551,3,0,6,35,3,0,6
33.9551,3,0,6,36,3,0,6
33.9531,3,0,6,37,3,0,6
33.9551,3,0,6,38,3,0,6
33.9551,2,0,4,39,1,2,4
33.9551,3,0,6,40,3,0,6
33.9551,3,0,6,41,3,0,6
33.9551,3,0,6,42,1,4,6
33.9551,2,0,4,43,2,0,4
33.9551,2,2,6,44,2,2,6
33.9551,3,0,6,45,2,2,6
33.9551,3,0,6,46,3,0,6
33.9551,2,2,6,47,2,2,6
33.9551,2,1,5,48,2,2,6
33.9453,3,0,6,49,3,0,6
33.9551,2,0,4,50,3,0,6
33.9551,3,0,6,51,3,0,6
33.9551,3,0,6,52,3,0,6
33.9551,3,0,6,53,3,0,6
33.9551,3,0,6,54,2,2,6
33.9453,3,0,6,55,3,0,6
33.9551,2,0,4,56,1,2,4
33.9531,3,0,6,57,3,0,6
33.9551,3,0,6,58,2,2,6
33.9551,3,0,6,59,3,0,6
33.9551,1,4,6,60,3,0,6
33.9551,2,2,6,61,3,0,6
33.9551,2,0,4,62,1,2,4
33.9551,3,0,6,63,3,0,6
33.9551,2,0,4,64,2,0,4
33.9551,3,0,6,65,3,0,6
33.9551,2,1,5,66,3,0,6
33.9551,3,0,6,67,3,0,6
33.9551,2,0,4,68,2,0,4
33.9551,3,0,6,69,2,2,6
33.9551,2,2,6,70,3,0,6
33.9551,3,0,6,71,3,0,6
33.9453,3,0,6,72,2,2,6
33.9551,3,0,6,73,3,0,6
33.9551,3,0,6,74,3,0,6
33.9551,3,0,6,75,3,0,6
33.9551,2,2,6,76,3,0,6
33.9551,2,2,6,77,2,2,6
33.9551,3,0,6,78,3,0,6
33.9551,3,0,6,79,3,0,6
33.9551,3,0,6,80,2,2,6
33.9551,2,2,6,81,2,2,6
33.9551,3,0,6,82,3,0,6
33.9453,3,0,6,83,3,0,6
33.9453,2,0,4,84,2,0,4
33.9551,2,0,4,85,3,0,6
33.9551,3,0,6,86,3,0,6
33.9551,3,0,6,87,3,0,6
33.9551,2,2,6,88,3,0,6
33.9453,2,0,4,89,2,0,4
33.9453,2,2,6,90,3,0,6
33.9551,2,2,6,91,3,0,6
33.9531,2,2,6,92,3,0,6
33.9453,3,0,6,93,2,2,6
33.9551,2,0,4,94,2,0,4
33.9551,3,0,6,95,3,0,6
33.9453,3,0,6,96,3,0,6
33.9551,1,3,5,97,2,2,6
33.9551,2,0,4,98,1,2,4
33.9551,1,4,6,99,2,2,6

