objfcn	feasible	standins	maxmin
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
16599	16600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
1599	1600	93	0
16599	16600	93	0
