2016_5_17 16:52:33
With weights: 0.333333, 0.333333, 0.333333
Number of infeasible solutions:8
Min num lib/ass: (0) 2, 0. Cost: 4
Min num lib/ass: (1) 2, 0. Cost: 4
Min num lib/ass: (2) 1, 0. Cost: 2
Min num lib/ass: (3) 2, 0. Cost: 4
Min num lib/ass: (4) 1, 2. Cost: 4
Min num lib/ass: (5) 2, 0. Cost: 4
Min num lib/ass: (6) 3, 0. Cost: 6
Min num lib/ass: (7) 3, 0. Cost: 6
Min num lib/ass: (8) 2, 0. Cost: 4
Min num lib/ass: (9) 1, 2. Cost: 4
Min num lib/ass: (10) 0, 2. Cost: 2
Min num lib/ass: (11) 0, 0. Cost: 0
Min num lib/ass: (12) 2, 0. Cost: 4
Min num lib/ass: (13) 2, 0. Cost: 4
Min num lib/ass: (14) 2, 0. Cost: 4
Min num lib/ass: (15) 1, 2. Cost: 4
Min num lib/ass: (16) 2, 0. Cost: 4
Min num lib/ass: (17) 2, 0. Cost: 4
Min num lib/ass: (18) 3, 0. Cost: 6
Min num lib/ass: (19) 2, 0. Cost: 4
Min num lib/ass: (20) 2, 2. Cost: 6
Min num lib/ass: (21) 1, 0. Cost: 2
Min num lib/ass: (22) 3, 0. Cost: 6
Min num lib/ass: (23) 0, 2. Cost: 2
Min num lib/ass: (24) 2, 0. Cost: 4
Min num lib/ass: (25) 2, 0. Cost: 4
Min num lib/ass: (26) 1, 2. Cost: 4
Min num lib/ass: (27) 1, 2. Cost: 4
Min num lib/ass: (28) 2, 0. Cost: 4
Min num lib/ass: (29) 1, 0. Cost: 2
Min num lib/ass: (30) 1, 2. Cost: 4
Min num lib/ass: (31) 3, 0. Cost: 6
Min num lib/ass: (32) 2, 0. Cost: 4
Min num lib/ass: (33) 1, 2. Cost: 4
Min num lib/ass: (34) 2, 0. Cost: 4
Min num lib/ass: (35) 2, 0. Cost: 4
Min num lib/ass: (36) 1, 2. Cost: 4
Min num lib/ass: (37) 3, 0. Cost: 6
Min num lib/ass: (38) 0, 2. Cost: 2
Min num lib/ass: (39) 2, 0. Cost: 4
Min num lib/ass: (40) 2, 0. Cost: 4
