33.9453,2,0,4,0,2,0,4
33.9551,3,0,6,1,2,2,6
33.9531,3,0,6,2,3,0,6
33.9551,3,0,6,3,3,0,6
33.9453,3,0,6,4,3,0,6
33.9453,2,2,6,5,2,2,6
33.9551,3,0,6,6,3,0,6
33.9551,3,0,6,7,3,0,6
33.9453,3,0,6,8,3,0,6
33.9551,3,0,6,9,3,0,6
33.9531,3,0,6,10,2,2,6
33.9551,2,0,4,11,1,2,4
33.9453,3,0,6,12,3,0,6
33.9551,2,1,5,13,3,0,6
33.9551,3,0,6,14,3,0,6
33.9551,3,0,6,15,3,0,6
33.9453,2,1,5,16,3,0,6
33.9531,2,1,5,17,3,0,6
33.9551,3,0,6,18,3,0,6
33.9551,3,0,6,19,3,0,6
33.9551,3,0,6,20,3,0,6
33.9551,2,1,5,21,3,0,6
33.9551,3,0,6,22,3,0,6
33.9551,2,0,4,23,1,2,4
33.9551,2,0,4,24,2,0,4
33.9551,2,0,4,25,1,2,4
33.9551,2,0,4,26,1,2,4
33.9551,2,2,6,27,3,0,6
33.9551,3,0,6,28,3,0,6
33.9551,2,0,4,29,3,0,6
33.9551,2,0,4,30,1,2,4
33.9551,2,2,6,31,3,0,6
33.9551,0,5,5,32,3,0,6
33.9551,2,2,6,33,3,0,6
33.9551,2,2,6,34,2,2,6
33.9551,3,0,6,35,3,0,6
33.9551,3,0,6,36,2,2,6
33.9551,2,2,6,37,3,0,6
33.9551,3,0,6,38,3,0,6
33.9453,3,0,6,39,3,0,6
33.9551,2,0,4,40,2,0,4
33.9551,3,0,6,41,3,0,6
33.9551,2,0,4,42,3,0,6
33.9531,3,0,6,43,3,0,6
33.9453,3,0,6,44,3,0,6
33.9531,3,0,6,45,3,0,6
33.9551,1,4,6,46,3,0,6
33.9551,2,0,4,47,2,0,4
33.9551,1,3,5,48,3,0,6
33.9551,2,2,6,49,2,2,6
33.9551,2,2,6,50,3,0,6
33.9551,2,0,4,51,1,2,4
33.9551,2,0,4,52,2,0,4
33.9531,3,0,6,53,3,0,6
33.9531,3,0,6,54,3,0,6
33.9551,2,0,4,55,2,0,4
33.9551,3,0,6,56,3,0,6
33.9551,1,3,5,57,2,2,6
33.9551,3,0,6,58,3,0,6
33.9551,2,2,6,59,3,0,6
33.9551,3,0,6,60,3,0,6
33.9453,3,0,6,61,3,0,6
33.9551,3,0,6,62,2,2,6
33.9551,3,0,6,63,3,0,6
33.9551,2,2,6,64,3,0,6
33.9453,3,0,6,65,3,0,6
33.9551,2,2,6,66,2,2,6
33.9551,3,0,6,67,3,0,6
33.9551,2,1,5,68,3,0,6
33.9551,3,0,6,69,3,0,6
33.9551,3,0,6,70,2,2,6
33.9453,3,0,6,71,3,0,6
33.9551,2,2,6,72,3,0,6
33.9551,1,3,5,73,2,2,6
33.9551,3,0,6,74,3,0,6
33.9551,3,0,6,75,3,0,6
33.9551,1,4,6,76,3,0,6
33.9551,3,0,6,77,3,0,6
33.9551,3,0,6,78,3,0,6
33.9551,3,0,6,79,2,2,6
33.9531,2,0,4,80,3,0,6
33.9453,2,0,4,81,2,0,4
33.9551,3,0,6,82,2,2,6
33.9551,3,0,6,83,2,2,6
33.9531,3,0,6,84,3,0,6
33.9551,2,0,4,85,2,0,4
33.9453,3,0,6,86,3,0,6
33.9551,2,0,4,87,2,0,4
33.9551,1,1,3,88,3,0,6
33.9551,3,0,6,89,2,2,6
33.9453,3,0,6,90,2,2,6
33.9531,3,0,6,91,3,0,6
33.9551,3,0,6,92,3,0,6
33.9551,2,0,4,93,2,0,4
33.9551,2,2,6,94,3,0,6
33.9551,3,0,6,95,3,0,6
33.9453,3,0,6,96,3,0,6
33.9551,3,0,6,97,3,0,6
33.9551,3,0,6,98,3,0,6
33.9551,3,0,6,99,3,0,6


