28.9108,3,0,6,0,3,0,6
28.9099,2,1,5,1,3,0,6
28.9108,3,0,6,2,3,0,6
28.9099,3,0,6,3,3,0,6
28.9108,2,0,4,4,2,0,4
28.9099,3,0,6,5,3,0,6
28.9091,3,0,6,6,2,2,6
28.9099,3,0,6,7,2,2,6
28.5766,2,0,4,8,2,0,4
28.9099,2,0,4,9,0,4,4
28.9099,3,0,6,10,3,0,6
28.9108,3,0,6,11,2,2,6
28.9099,3,0,6,12,3,0,6
28.9081,3,0,6,13,3,0,6
28.9099,3,0,6,14,3,0,6
28.9099,3,0,6,15,3,0,6
28.9099,2,0,4,16,1,2,4
28.9099,2,0,4,17,1,2,4
28.9099,3,0,6,18,2,2,6
28.9099,2,2,6,19,3,0,6
28.9081,3,0,6,20,3,0,6
28.9099,3,0,6,21,3,0,6
28.9099,2,0,4,22,2,0,4
28.9108,3,0,6,23,3,0,6
28.9108,3,0,6,24,3,0,6
28.9099,3,0,6,25,3,0,6
28.9108,2,1,5,26,3,0,6
28.9108,2,1,5,27,3,0,6
28.5766,3,0,6,28,3,0,6
28.9108,2,2,6,29,3,0,6
28.9099,1,3,5,30,2,2,6
28.9108,3,0,6,31,3,0,6
28.9099,3,0,6,32,1,4,6
28.9099,3,0,6,33,2,2,6
28.9099,3,0,6,34,2,2,6
28.9099,3,0,6,35,3,0,6
28.9099,3,0,6,36,3,0,6
28.9081,1,2,4,37,2,2,6
28.5766,2,0,4,38,2,0,4
28.9099,3,0,6,39,2,2,6
28.9099,2,0,4,40,2,0,4
28.9099,3,0,6,41,3,0,6
28.9108,2,0,4,42,1,2,4
28.9099,2,2,6,43,3,0,6
28.9099,3,0,6,44,3,0,6
28.9108,2,2,6,45,3,0,6
28.9108,2,0,4,46,2,0,4
28.9072,3,0,6,47,2,2,6
28.9099,3,0,6,48,3,0,6
28.9099,3,0,6,49,3,0,6
28.9099,3,0,6,50,3,0,6
28.9099,3,0,6,51,3,0,6
28.9099,2,2,6,52,3,0,6
28.9091,3,0,6,53,3,0,6
28.9108,3,0,6,54,3,0,6
28.9099,3,0,6,55,3,0,6
28.9091,3,0,6,56,2,2,6
28.5766,2,0,4,57,2,0,4
28.5774,2,0,4,58,0,4,4
28.9099,2,0,4,59,2,0,4
28.9091,3,0,6,60,3,0,6
28.9099,2,1,5,61,3,0,6
28.9099,3,0,6,62,3,0,6
28.9099,2,0,4,63,1,2,4
28.9108,2,0,4,64,2,0,4
28.9099,2,0,4,65,2,0,4
28.9099,2,1,5,66,2,2,6
28.9108,2,0,4,67,1,2,4
28.9099,2,0,4,68,1,2,4
28.9099,3,0,6,69,3,0,6
28.9099,3,0,6,70,3,0,6
28.9099,3,0,6,71,3,0,6
