Time of program: 18471.4 s. (5 hours) 3000 iterations

Conclusions: 
best result (infeasible): [0,0,0] val:4 (cost 8.625)
best result (stand in cost): [1,10,10] val: 11.125 (7 infeasible)
8.75 % vs 5 % infeasibility

Comparison with 17maj: best [5,10,10], (4 infeasible)

Shift avail and avail best to increase. Day avail better of the two.

Ideas:	run [0,10,10] [5,10,10] [1,10,50] [1,5,10] 
	run with new lib/ass weights [5,1]
	run with different iterations: 1000, 5000

2016_5_18 17:52:1
With weights: 0.047619, 0.47619, 0.47619
Number of infeasible solutions:7
Min num lib/ass: (0) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (1) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (2) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (3) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (4) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (5) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (6) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (7) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (8) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (9) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (10) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (11) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (12) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (13) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (14) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (15) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (16) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (17) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (18) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (19) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (20) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (21) 3, 0. Cost: 15    ObjFun value: 31.1203
Min num lib/ass: (22) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (23) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (24) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (25) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (26) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (27) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (28) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (29) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (30) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (31) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (32) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (33) -1, -1. Cost: -6    ObjFun value: 31.1218
Min num lib/ass: (34) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (35) -1, -1. Cost: -6    ObjFun value: 31.1218
Min num lib/ass: (36) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (37) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (38) 2, 0. Cost: 10    ObjFun value: 31.0741
Min num lib/ass: (39) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (40) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (41) 2, 0. Cost: 10    ObjFun value: 31.0745
Min num lib/ass: (42) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (43) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (44) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (45) 2, 0. Cost: 10    ObjFun value: 30.6459
Min num lib/ass: (46) -1, -1. Cost: -6    ObjFun value: 31.1218
Min num lib/ass: (47) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (48) -1, -1. Cost: -6    ObjFun value: 31.1218
Min num lib/ass: (49) 1, 5. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (50) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (51) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (52) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (53) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (54) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (55) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (56) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (57) 2, 0. Cost: 10    ObjFun value: 31.1221
Min num lib/ass: (58) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (59) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (60) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (61) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (62) 2, 0. Cost: 10    ObjFun value: 31.12
Min num lib/ass: (63) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (64) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (65) 3, 0. Cost: 15    ObjFun value: 31.1221
Min num lib/ass: (66) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (67) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (68) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (69) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (70) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (71) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (72) 3, 0. Cost: 15    ObjFun value: 31.0251
Min num lib/ass: (73) 2, 0. Cost: 10    ObjFun value: 31.1218
Min num lib/ass: (74) 3, 0. Cost: 15    ObjFun value: 31.1218
Min num lib/ass: (75) -1, -1. Cost: -6    ObjFun value: 31.1218
Min num lib/ass: (76) 3, 0. Cost: 15    ObjFun value: 31.0741
Min num lib/ass: (77) 2, 0. Cost: 10    ObjFun value: 31.0741
Min num lib/ass: (78) -1, -1. Cost: -6    ObjFun value: 31.7925
Min num lib/ass: (79) -1, -1. Cost: -6    ObjFun value: 31.3776

Average cost:11.125

2016_5_18 17:52:1
With weights: 0.47619, 0.047619, 0.47619
Number of infeasible solutions:11
Min num lib/ass: (0) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (1) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (2) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (3) -1, -1. Cost: -6    ObjFun value: 30.1328
Min num lib/ass: (4) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (5) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (6) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (7) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (8) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (9) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (10) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (11) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (12) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (13) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (14) -1, -1. Cost: -6    ObjFun value: 29.8922
Min num lib/ass: (15) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (16) -1, -1. Cost: -6    ObjFun value: 29.416
Min num lib/ass: (17) -1, -1. Cost: -6    ObjFun value: 30.1128
Min num lib/ass: (18) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (19) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (20) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (21) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (22) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (23) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (24) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (25) -1, -1. Cost: -6    ObjFun value: 30.1743
Min num lib/ass: (26) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (27) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (28) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (29) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (30) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (31) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (32) -1, -1. Cost: -6    ObjFun value: 29.8912
Min num lib/ass: (33) -1, -1. Cost: -6    ObjFun value: 29.8912
Min num lib/ass: (34) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (35) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (36) 2, 0. Cost: 10    ObjFun value: 29.415
Min num lib/ass: (37) -1, -1. Cost: -6    ObjFun value: 29.8912
Min num lib/ass: (38) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (39) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (40) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (41) -1, -1. Cost: -6    ObjFun value: 29.8912
Min num lib/ass: (42) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (43) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (44) 2, 0. Cost: 10    ObjFun value: 29.416
Min num lib/ass: (45) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (46) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (47) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (48) 3, 0. Cost: 15    ObjFun value: 29.416
Min num lib/ass: (49) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (50) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (51) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (52) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (53) -1, -1. Cost: -6    ObjFun value: 29.8912
Min num lib/ass: (54) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (55) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (56) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (57) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (58) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (59) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (60) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (61) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (62) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (63) 3, 0. Cost: 15    ObjFun value: 29.8912
Min num lib/ass: (64) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (65) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (66) -1, -1. Cost: -6    ObjFun value: 29.416
Min num lib/ass: (67) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (68) 2, 0. Cost: 10    ObjFun value: 29.8922
Min num lib/ass: (69) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (70) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (71) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (72) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (73) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (74) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (75) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (76) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (77) 2, 0. Cost: 10    ObjFun value: 29.8912
Min num lib/ass: (78) 3, 0. Cost: 15    ObjFun value: 29.8922
Min num lib/ass: (79) 2, 0. Cost: 10    ObjFun value: 29.8922

Average cost:10.375

2016_5_18 17:52:1
With weights: 0.47619, 0.47619, 0.047619
Number of infeasible solutions:18
Min num lib/ass: (0) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (1) -1, -1. Cost: -6    ObjFun value: 27.1244
Min num lib/ass: (2) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (3) -1, -1. Cost: -6    ObjFun value: 28.1597
Min num lib/ass: (4) 2, 0. Cost: 10    ObjFun value: 26.6913
Min num lib/ass: (5) 3, 0. Cost: 15    ObjFun value: 26.6913
Min num lib/ass: (6) -1, -1. Cost: -6    ObjFun value: 28.1921
Min num lib/ass: (7) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (8) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (9) -1, -1. Cost: -6    ObjFun value: 27.1456
Min num lib/ass: (10) 3, 0. Cost: 15    ObjFun value: 26.6913
Min num lib/ass: (11) 3, 0. Cost: 15    ObjFun value: 26.6919
Min num lib/ass: (12) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (13) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (14) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (15) 2, 0. Cost: 10    ObjFun value: 26.7395
Min num lib/ass: (16) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (17) 3, 0. Cost: 15    ObjFun value: 26.7389
Min num lib/ass: (18) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (19) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (20) 2, 0. Cost: 10    ObjFun value: 26.6919
Min num lib/ass: (21) 2, 0. Cost: 10    ObjFun value: 26.7377
Min num lib/ass: (22) 3, 0. Cost: 15    ObjFun value: 26.6919
Min num lib/ass: (23) -1, -1. Cost: -6    ObjFun value: 26.6913
Min num lib/ass: (24) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (25) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (26) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (27) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (28) 3, 0. Cost: 15    ObjFun value: 26.6919
Min num lib/ass: (29) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (30) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (31) 2, 0. Cost: 10    ObjFun value: 26.7395
Min num lib/ass: (32) -1, -1. Cost: -6    ObjFun value: 28.1083
Min num lib/ass: (33) 1, 0. Cost: 5    ObjFun value: 26.6919
Min num lib/ass: (34) 2, 0. Cost: 10    ObjFun value: 26.7389
Min num lib/ass: (35) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (36) 2, 0. Cost: 10    ObjFun value: 26.6919
Min num lib/ass: (37) 3, 0. Cost: 15    ObjFun value: 26.6913
Min num lib/ass: (38) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (39) 3, 0. Cost: 15    ObjFun value: 26.7395
Min num lib/ass: (40) -1, -1. Cost: -6    ObjFun value: 26.7395
Min num lib/ass: (41) -1, -1. Cost: -6    ObjFun value: 28.1016
Min num lib/ass: (42) 3, 0. Cost: 15    ObjFun value: 26.6919
Min num lib/ass: (43) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (44) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (45) 2, 0. Cost: 10    ObjFun value: 26.6907
Min num lib/ass: (46) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (47) 3, 0. Cost: 15    ObjFun value: 26.6901
Min num lib/ass: (48) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (49) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (50) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (51) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (52) 2, 0. Cost: 10    ObjFun value: 26.6913
Min num lib/ass: (53) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (54) -1, -1. Cost: -6    ObjFun value: 28.0783
Min num lib/ass: (55) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (56) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (57) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (58) 2, 0. Cost: 10    ObjFun value: 26.6919
Min num lib/ass: (59) 3, 0. Cost: 15    ObjFun value: 26.6919
Min num lib/ass: (60) 3, 0. Cost: 15    ObjFun value: 26.7383
Min num lib/ass: (61) 3, 0. Cost: 15    ObjFun value: 26.6913
Min num lib/ass: (62) -1, -1. Cost: -6    ObjFun value: 28.2174
Min num lib/ass: (63) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (64) 2, 0. Cost: 10    ObjFun value: 26.6913
Min num lib/ass: (65) 2, 0. Cost: 10    ObjFun value: 26.7383
Min num lib/ass: (66) -1, -1. Cost: -6    ObjFun value: 26.7383
Min num lib/ass: (67) 3, 0. Cost: 15    ObjFun value: 26.6913
Min num lib/ass: (68) 3, 0. Cost: 15    ObjFun value: 26.7395
