With weights: 0.5, 0.25, 0.25
Number of infeasible solutions:53
Min num lib/ass: (0) 2, 0. Cost: 4
Min num lib/ass: (1) 2, 0. Cost: 4
Min num lib/ass: (2) 2, 0. Cost: 4
Min num lib/ass: (3) 2, 0. Cost: 4
Min num lib/ass: (4) 1, 2. Cost: 4
Min num lib/ass: (5) 1, 0. Cost: 2
Min num lib/ass: (6) 2, 0. Cost: 4
Min num lib/ass: (7) 0, 0. Cost: 0
Min num lib/ass: (8) 0, 4. Cost: 4
Min num lib/ass: (9) 3, 0. Cost: 6
Min num lib/ass: (10) 2, 0. Cost: 4
Min num lib/ass: (11) 0, 2. Cost: 2
Min num lib/ass: (12) 2, 0. Cost: 4
Min num lib/ass: (13) 1, 2. Cost: 4
Min num lib/ass: (14) 2, 0. Cost: 4
Min num lib/ass: (15) 1, 2. Cost: 4
Min num lib/ass: (16) 1, 2. Cost: 4
Min num lib/ass: (17) 1, 2. Cost: 4
Min num lib/ass: (18) 1, 2. Cost: 4
Min num lib/ass: (19) 2, 0. Cost: 4
Min num lib/ass: (20) 1, 2. Cost: 4
Min num lib/ass: (21) 2, 0. Cost: 4
Min num lib/ass: (22) 1, 0. Cost: 2
Min num lib/ass: (23) 1, 2. Cost: 4
Min num lib/ass: (24) 0, 2. Cost: 2
Min num lib/ass: (25) 1, 0. Cost: 2
Min num lib/ass: (26) 0, 2. Cost: 2
Min num lib/ass: (27) 2, 0. Cost: 4

Average cost:3.5

With weights: 0.2, 0.4, 0.4
Number of infeasible solutions:39
Min num lib/ass: (0) 2, 0. Cost: 4
Min num lib/ass: (1) 2, 0. Cost: 4
Min num lib/ass: (2) 1, 0. Cost: 2
Min num lib/ass: (3) 0, 2. Cost: 2
Min num lib/ass: (4) 0, 2. Cost: 2
Min num lib/ass: (5) 1, 0. Cost: 2
Min num lib/ass: (6) 1, 2. Cost: 4
Min num lib/ass: (7) 1, 2. Cost: 4
Min num lib/ass: (8) 2, 0. Cost: 4
Min num lib/ass: (9) 1, 0. Cost: 2
Min num lib/ass: (10) 1, 2. Cost: 4
Min num lib/ass: (11) 1, 2. Cost: 4
