Iteration, weekend objf, stand in cost, shift avail cost, day avail cost, aver_stand_in, aver_shift, aver_day. 
0,28.6424,22,27,29
1,28.6424,22,27,29
2,28.6424,22,27,29
3,28.5947,21,26,30
4,28.5947,21,24,28
5,28.593,21,26,30
6,29.642,23,27,31
7,29.6438,23,27,31
8,29.6438,22,27,29
9,29.6438,23,27,31
10,29.6438,23,27,31
11,29.6438,23,26,30
12,29.5962,22,27,31
13,30.0724,22,27,32
14,29.5962,22,26,32
15,29.12,22,26,31
16,29.1182,22,26,31
17,29.1182,22,26,31
18,29.1182,22,26,31
19,28.1658,22,26,29
20,28.6896,23,27,29
21,28.6896,23,27,29
22,28.6896,23,27,29
23,29.0247,20,26,31
24,28.5926,21,26,30
25,29.545,21,27,31
26,29.6403,23,27,31
27,30.0724,22,27,32
28,29.5944,22,27,31
29,29.1168,22,27,30
30,29.1168,22,27,30
31,29.1168,21,27,30
32,28.593,21,26,30
33,29.0674,21,26,31
34,29.0674,21,26,31
35,29.0677,21,26,31
36,29.0677,21,26,31
37,28.6424,22,27,29
38,28.7376,24,27,29
39,28.7376,24,26,29
40,29.2138,24,27,30
41,29.2138,23,25,27
42,29.1644,23,27,30
43,29.6409,23,27,31
44,29.6409,23,27,31
45,29.6409,23,27,31
46,29.6409,21,27,31
47,29.6388,23,27,31
48,29.1626,23,27,30
49,29.5926,22,27,31
50,29.5944,22,27,31
51,29.1186,22,27,30
52,29.1186,22,27,30
53,29.1186,22,27,30
54,29.6424,23,27,31
55,29.6424,23,27,31
56,30.1203,23,27,32
57,30.1203,23,27,32
58,30.1203,23,27,32
59,30.0233,21,27,32
60,30.0233,21,27,32
61,30.1168,23,27,32
62,30.0706,22,27,32
63,30.0706,22,27,32
64,30.0724,22,27,32
65,29.4995,20,27,31
66,29.4995,20,27,31
67,30.1186,23,27,32
68,30.1186,22,26,29
69,30.5965,23,27,33
70,30.5965,21,26,33
71,30.5965,23,27,33
72,30.5965,23,27,33
73,30.5965,23,27,33
74,30.5965,23,27,33
75,30.5965,23,27,33
76,30.0251,21,27,32
77,30.0251,21,27,32
78,30.0251,21,27,31
79,30.0251,21,27,32
80,30.0727,22,27,32
81,30.0727,22,27,32
82,30.1203,23,27,32
83,30.1203,23,27,31
84,30.1203,23,27,32
85,30.0727,22,27,32
86,30.0727,22,27,32
87,30.0727,22,27,32
88,30.0727,22,27,32
89,30.5489,22,27,33
90,30.5489,22,27,33
91,30.5489,21,27,32
92,30.5489,22,27,33
93,30.5489,22,27,33
94,30.5489,22,27,31
95,30.5489,22,27,33
96,30.0727,22,27,32
97,30.0727,22,27,32
98,30.0727,22,27,32
99,30.0727,22,27,32
100,30.0727,22,27,32
101,30.0251,21,27,32
102,29.5965,22,26,32
103,29.5965,22,26,32
104,29.5965,22,25,30
105,29.5965,22,26,32
106,30.0727,22,27,32
107,30.0727,22,27,32
108,29.5947,22,26,32
109,29.5947,22,26,32
110,29.593,22,26,32
111,30.0709,22,27,32
112,30.0709,23,27,31
113,30.0709,22,26,30
114,30.0709,22,27,32
115,30.0709,22,27,31
116,30.0709,22,27,32
117,29.6424,23,27,31
118,29.5454,21,27,31
119,29.593,22,27,31
120,29.69,24,27,31
121,29.69,22,26,31
122,29.69,22,27,31
123,29.69,24,27,31
124,29.12,22,26,31
125,29.12,24,26,30
126,29.12,22,26,31
127,29.12,22,26,31
128,29.12,22,26,31
129,29.5962,22,27,31
130,29.5962,22,27,31
131,29.5962,22,27,31
132,29.5962,22,27,31
133,29.5962,22,27,31
134,29.5471,21,27,31
135,29.5454,21,27,31
136,29.5454,21,27,31
137,30.0233,21,27,32
138,30.0233,21,27,31
139,30.0233,23,26,30
140,30.0233,21,25,30
141,30.1186,23,27,32
142,30.1186,22,26,31
143,30.1186,22,27,30
144,30.1186,23,27,31
145,29.6424,23,27,31
146,29.6424,23,27,31
147,29.6424,23,27,31
148,29.6424,23,27,31
149,29.6438,23,27,31
150,29.5471,21,27,31
151,29.5471,21,27,31
152,28.593,21,27,29
153,28.593,22,26,29
154,28.593,21,27,29
155,28.69,23,27,29
156,28.69,23,27,29
157,29.1662,23,27,30
158,29.1662,23,27,30
159,29.1662,23,27,30
160,29.1662,23,27,30
161,29.1662,23,27,30
162,29.5944,22,27,31
163,29.5944,22,27,31
164,29.5944,22,27,31
165,29.5944,22,27,31
166,29.5944,22,27,31
167,30.0233,21,27,32
168,30.0233,22,27,29
169,30.0233,22,26,30
170,30.0233,21,27,32
171,29.5471,21,27,31
172,29.5471,21,27,31
173,29.4992,20,27,31
174,29.5944,22,27,31
175,29.5468,21,27,31
176,29.0688,21,27,30
177,29.0688,21,27,30
178,29.0688,21,27,30
179,29.545,21,27,31
180,30.0212,21,27,32
181,30.0212,21,27,32
182,30.0212,21,27,30
183,30.0212,21,27,32
184,30.0212,21,27,31
185,29.6403,23,27,31
186,29.6403,23,27,30
187,29.642,23,27,31
188,29.6403,23,27,31
189,30.1165,23,27,32
190,30.1165,23,27,32
191,30.1165,23,27,32
192,30.1165,23,27,31
193,30.1165,23,27,32
194,30.1165,23,27,32
195,30.1165,23,27,32
196,30.1165,23,27,31
197,30.0216,21,27,32
198,30.0216,21,26,31
199,30.0216,21,27,32
200,30.0216,21,26,31
201,30.0216,21,27,32
202,30.0216,21,27,32
203,30.4977,21,27,33
204,30.5944,23,27,33
205,30.5944,23,27,33
206,30.5944,22,26,31
207,30.5468,22,27,33
208,30.0212,21,27,32
209,30.0212,21,27,32
210,30.0212,21,27,31
211,29.545,21,27,31
212,30.0212,21,27,32
213,30.0212,20,26,30
214,30.0212,21,27,32
215,30.0212,21,27,32
216,29.5468,21,26,32
217,29.5468,21,26,32
218,29.5468,21,26,30
219,29.5468,21,26,32
220,29.5468,21,26,32
221,29.5457,21,26,32
222,29.5457,20,26,30
223,29.5457,21,26,32
224,29.5457,20,26,30
225,29.5457,21,26,32
226,29.5457,21,26,32
227,29.5933,22,26,32
228,29.5933,22,26,32
229,29.5944,22,26,32
230,30.5944,23,27,33
231,30.5944,23,27,33
232,30.5944,23,27,32
233,30.5944,23,27,33
234,30.5944,23,27,33
235,30.5944,23,27,33
236,30.5944,23,27,33
237,30.5944,23,27,33
238,30.5944,23,27,33
239,30.5944,21,27,31
240,30.5944,21,26,31
241,30.5944,23,27,31
242,30.5944,23,27,33
243,30.5944,23,27,33
244,30.5944,23,27,33
245,30.5944,23,27,32
246,30.5962,23,27,33
247,30.5962,23,26,30
248,30.5962,21,27,32
249,30.5962,23,27,33
250,30.5979,23,27,33
251,30.5979,23,27,33
252,30.5979,23,27,33
253,30.0741,22,27,32
254,30.0727,22,27,32
255,30.0727,22,27,31
256,30.0727,22,26,32
257,30.0727,22,27,31
258,30.1203,23,27,32
259,30.1203,23,27,32
260,30.1203,23,27,32
261,30.1203,23,27,32
262,29.6441,23,27,31
263,29.6441,23,27,30
264,29.6441,23,27,31
265,29.6441,23,27,31
266,29.6441,23,26,31
267,29.6441,23,27,30
268,29.6441,23,27,31
269,29.6441,23,27,31
270,29.6441,23,27,31
271,29.6441,23,27,31
272,29.6441,23,27,31
273,29.6441,23,27,31
274,29.1679,23,26,31
275,29.1679,23,25,32
276,29.1679,23,25,32
277,29.1679,22,25,30
278,29.6441,23,25,33
279,29.6441,23,25,33
280,29.1676,23,25,32
281,29.1676,23,25,32
282,29.1679,23,27,30
283,29.5965,22,27,31
284,29.5489,21,27,31
285,29.5489,21,27,31
286,29.5965,22,27,31
287,29.5013,20,27,31
