Iteration, weekend objf, stand in cost, shift avail cost, day avail cost, aver_stand_in, aver_shift, aver_day. 
0,30.8843,20,27,31
1,30.8843,23,26,29
2,29.6438,23,27,31
3,29.6438,23,27,31
4,29.6438,23,27,31
5,29.5962,22,27,31
6,30.0247,21,27,32
7,30.0247,23,27,31
8,30.0251,21,27,32
9,30.0251,21,27,32
10,30.0727,22,27,32
11,30.0727,22,27,32
12,30.0727,22,27,32
13,30.0727,22,27,32
14,30.0727,22,27,32
15,30.0727,22,27,32
16,30.0727,22,27,30
17,30.0727,22,27,31
18,30.0713,22,27,32
19,30.0713,23,26,32
20,30.0713,22,27,32
21,30.0713,22,27,32
22,30.0713,22,27,32
23,29.976,20,27,32
24,29.976,20,27,32
25,29.976,20,27,32
26,29.976,20,27,32
27,29.976,20,27,32
28,29.976,20,27,32
29,29.976,21,26,31
30,29.976,20,27,32
31,29.976,20,27,32
32,30.0713,22,27,32
33,30.0713,22,27,32
34,30.0713,22,27,32
35,29.0219,20,27,30
36,29.1171,22,27,30
37,29.1171,22,27,30
38,28.5912,21,25,31
39,28.1168,21,25,30
40,28.1168,21,25,30
41,28.1168,21,25,30
42,29.1662,23,27,30
43,29.1662,23,26,28
44,29.1662,23,27,30
45,29.1662,23,27,30
46,30.1186,23,27,32
47,30.1186,22,27,31
48,30.1168,23,27,32
49,29.6406,23,27,31
50,30.1168,23,27,32
51,30.0216,21,27,32
52,30.0692,22,27,32
53,30.0692,22,25,30
54,30.0692,22,27,32
55,30.1186,23,27,32
56,30.1182,23,27,32
57,30.1182,23,27,32
58,30.0706,22,27,32
59,29.5944,22,27,31
60,29.642,23,27,31
61,29.593,22,27,31
62,29.593,22,27,31
63,30.0724,22,27,32
64,30.0724,22,27,32
65,30.0724,23,25,27
66,30.0709,22,27,32
67,30.0709,22,27,31
68,30.1165,23,27,32
69,30.1165,23,27,30
70,30.1165,23,27,32
71,30.1165,23,25,32
72,29.6403,23,27,31
73,29.6403,23,27,31
74,29.6403,23,27,31
75,29.6403,23,27,31
76,30.0688,22,27,32
77,30.0688,22,27,32
78,30.0688,22,27,32
79,29.5926,22,27,31
80,29.5926,22,27,31
81,29.5926,20,26,31
82,29.4974,20,27,31
83,29.5471,21,27,31
84,29.5471,21,27,31
85,29.6424,23,27,31
86,29.0709,21,27,30
87,29.6424,23,27,31
88,29.6424,23,27,29
89,29.593,22,27,31
90,29.593,22,27,31
91,29.593,22,27,31
92,29.593,22,27,31
93,29.593,22,27,31
94,29.6424,23,27,31
95,29.5471,21,27,31
96,29.6424,23,27,31
97,30.1186,23,27,32
98,30.1186,23,27,32
99,30.12,23,27,32
100,30.12,23,27,32
101,29.6438,23,27,31
102,29.6438,23,27,31
103,29.6438,21,25,32
104,29.5486,21,27,31
105,29.5009,20,27,31
106,29.5486,21,26,32
107,29.1182,22,26,31
108,29.1168,22,26,31
109,29.0692,21,26,31
110,28.593,21,26,30
111,29.0692,21,26,31
112,29.0692,22,27,29
113,29.0692,21,26,30
114,29.0692,21,27,30
115,29.0692,22,26,28
116,29.0692,21,27,30
117,29.0692,22,24,30
118,28.4977,19,26,30
119,29.4501,19,27,31
120,29.593,22,27,31
121,29.593,22,27,31
122,29.593,22,27,29
123,29.5947,22,27,31
124,30.0727,22,27,32
125,30.0727,22,27,32
126,29.1662,23,27,30
127,29.1662,23,27,30
128,29.1662,22,26,28
129,29.1662,23,27,30
130,29.1662,23,27,30
131,29.1679,23,27,30
132,29.1679,23,27,30
133,29.1679,23,26,29
134,29.5965,22,27,31
135,29.5965,22,27,29
136,29.6441,23,27,31
137,29.6441,23,27,29
138,29.6441,23,27,31
139,29.6441,22,25,30
140,29.6456,23,27,31
141,29.6456,23,27,31
142,29.6456,23,27,30
143,29.6456,23,27,30
144,29.6456,23,27,31
145,29.6456,23,27,31
146,29.6456,23,27,31
147,29.5503,21,27,31
148,29.5503,21,27,31
149,29.5503,23,26,29
